JobTitle,BasePay,OvertimePay,OtherPay,Year,TotalPay,TotalPayBenefits,Agency
Special Nurse,13013.93,0.0,150.45,2013,13164.38,15625.56,San Francisco
Porter,14703.5,0.0,837.07,2013,15540.57,15604.92,San Francisco
Library Page,15286.49,0.0,163.49,2013,15449.98,15604.55,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",15436.23,0.0,0.0,2013,15436.23,15590.6,San Francisco
Public Svc Aide-Public Works,14425.47,473.28,325.35,2013,15224.1,15589.54,San Francisco
Custodian,14682.52,0.0,749.22,2013,15431.74,15586.04,San Francisco
Physician Specialist,12934.19,0.0,0.0,2013,12934.19,15584.82,San Francisco
Superior Court Judge,9827.56,0.0,5747.88,2013,15575.44,15575.44,San Francisco
Superior Court Judge,9827.56,0.0,5747.88,2013,15575.44,15575.44,San Francisco
Patient Care Assistant,14134.46,0.0,1280.28,2013,15414.74,15568.91,San Francisco
Public Relations Assistant,10568.2,0.0,0.0,2013,10568.2,15555.76,San Francisco
Medical Evaluations Assistant,14733.09,0.0,0.0,2013,14733.09,15555.26,San Francisco
Sheriff's Property Keeper,12840.2,0.0,0.0,2013,12840.2,15552.79,San Francisco
Chief Clerk,232.1,0.0,15320.0,2013,15552.1,15552.1,San Francisco
Special Nurse,15000.75,0.0,391.65,2013,15392.4,15546.33,San Francisco
PS Aide to Prof,14666.66,0.0,0.0,2013,14666.66,15522.57,San Francisco
Transit Operator,8275.34,0.0,3268.99,2013,11544.33,15520.51,San Francisco
Library Page,15127.66,0.0,234.99,2013,15362.65,15516.36,San Francisco
Library Page,15137.0,0.0,212.66,2013,15349.66,15503.23,San Francisco
PS Aide to Prof,15071.48,0.0,0.0,2013,15071.48,15499.71,San Francisco
Library Page,15137.0,0.0,206.97,2013,15343.97,15497.48,San Francisco
Library Page,15137.01,0.0,195.0,2013,15332.01,15485.41,San Francisco
Licensed Vocational Nurse,15329.67,0.0,0.0,2013,15329.67,15482.96,San Francisco
Library Page,15323.85,0.0,0.0,2013,15323.85,15477.09,San Francisco
Health Program Coordinator 3,13583.5,0.0,0.0,2013,13583.5,15475.8,San Francisco
Library Page,15137.01,0.0,184.39,2013,15321.4,15474.67,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,12674.38,0.0,0.0,2013,12674.38,15471.73,San Francisco
Public Service Aide-Admin,9824.92,0.0,0.0,2013,9824.92,15464.23,San Francisco
Transit Fare Inspector,9068.3,1347.36,716.39,2013,11132.05,15459.89,San Francisco
Track Maintenance Worker,7608.9,3229.41,517.05,2013,11355.36,15457.46,San Francisco
Library Page,15136.99,0.0,317.18,2013,15454.17,15454.17,San Francisco
Crafts Instructor,14401.1,0.0,1051.04,2013,15452.14,15452.14,San Francisco
Library Page,14987.49,0.0,311.46,2013,15298.95,15452.01,San Francisco
Library Page,15136.98,0.0,156.0,2013,15292.98,15445.98,San Francisco
Special Nurse,12281.66,0.0,622.99,2013,12904.65,15444.2,San Francisco
Library Page,15137.0,0.0,153.0,2013,15290.0,15442.95,San Francisco
Library Page,15230.44,0.0,40.5,2013,15270.94,15423.71,San Francisco
Emp & Training Spec 2,,0.0,7462.07,2013,7462.07,15421.25,San Francisco
Police Officer,,0.0,15415.54,2013,15415.54,15415.54,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",15259.5,0.0,0.0,2013,15259.5,15412.1,San Francisco
Recreation Leader,15075.1,0.0,171.45,2013,15246.55,15399.03,San Francisco
Recreation Leader,15238.75,0.0,125.55,2013,15364.3,15387.19,San Francisco
Trans Safety Specialist,11063.5,393.42,0.0,2013,11456.92,15385.9,San Francisco
Health Program Coordinator 2,13216.0,0.0,0.0,2013,13216.0,15384.17,San Francisco
Library Page,15137.0,0.0,242.62,2013,15379.62,15379.62,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",15226.83,0.0,0.0,2013,15226.83,15379.09,San Francisco
Special Nurse,11326.0,653.01,828.28,2013,12807.29,15368.44,San Francisco
Library Page,15211.76,0.0,0.0,2013,15211.76,15363.97,San Francisco
Special Nurse,12487.36,0.0,368.67,2013,12856.03,15361.61,San Francisco
Library Page,15043.56,0.0,151.65,2013,15195.21,15347.25,San Francisco
Library Page,14819.3,0.0,369.52,2013,15188.82,15340.79,San Francisco
Recreation Leader,14261.83,0.0,925.43,2013,15187.26,15339.11,San Francisco
Patient Care Assistant,14160.37,0.0,1023.8,2013,15184.17,15335.99,San Francisco
Firefighter,12577.5,0.0,0.0,2013,12577.5,15321.92,San Francisco
Special Nurse,14576.75,0.0,592.92,2013,15169.67,15321.37,San Francisco
Transit Operator,9665.74,697.72,310.55,2013,10674.01,15318.59,San Francisco
Public Svc Aide-Public Works,14957.56,0.0,0.0,2013,14957.56,15317.04,San Francisco
Pool Lifeguard,15050.62,0.0,110.33,2013,15160.95,15312.57,San Francisco
Patient Care Assistant,14776.94,0.0,377.91,2013,15154.85,15306.4,San Francisco
Cement Mason,12645.3,181.39,0.0,2013,12826.69,15299.81,San Francisco
Public Service Aide-Admin,15147.57,0.0,0.0,2013,15147.57,15299.08,San Francisco
Patient Care Assistant,13947.93,0.0,1192.41,2013,15140.34,15291.72,San Francisco
PS Aide to Prof,15187.8,0.0,0.0,2013,15187.8,15289.05,San Francisco
Public Service Trainee,14560.0,0.0,575.0,2013,15135.0,15286.35,San Francisco
Epidemiologist 1,9240.0,0.0,2468.4,2013,11708.4,15285.66,San Francisco
Special Nurse,13767.34,0.0,1516.34,2013,15283.68,15283.68,San Francisco
Custodian,14766.46,0.0,364.99,2013,15131.45,15282.78,San Francisco
Animal Health Technician,13712.0,1406.04,0.0,2013,15118.04,15269.24,San Francisco
Recreation Leader,14501.25,0.0,602.1,2013,15103.35,15254.39,San Francisco
Senior Clerk,15103.33,0.0,0.0,2013,15103.33,15254.36,San Francisco
Recreation Leader,14737.5,0.0,360.0,2013,15097.5,15248.49,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",15092.09,0.0,0.0,2013,15092.09,15243.01,San Francisco
Truck Driver,13694.07,0.0,1389.11,2013,15083.18,15234.0,San Francisco
Recreation Leader,14712.53,0.0,369.37,2013,15081.9,15232.73,San Francisco
Respiratory Care Practitioner,15232.39,0.0,0.0,2013,15232.39,15232.39,San Francisco
Diagnostic Imaging Tech I,15060.0,0.0,7.53,2013,15067.53,15218.22,San Francisco
Publ Svc Aide-Asst to Prof,15056.12,0.0,0.0,2013,15056.12,15206.57,San Francisco
Housekeeper/Food Service Clnr,14502.33,470.79,80.77,2013,15053.89,15204.44,San Francisco
Senior Clerk,15045.9,0.0,0.0,2013,15045.9,15196.36,San Francisco
Public Svc Aide-Public Works,14983.41,0.0,0.0,2013,14983.41,15191.7,San Francisco
Recreation Leader,14309.29,0.0,721.14,2013,15030.43,15180.72,San Francisco
PS Aide to Prof,15028.1,0.0,0.0,2013,15028.1,15178.37,San Francisco
Patient Care Assistant,13937.57,0.0,1228.13,2013,15165.7,15176.66,San Francisco
PS Aide to Prof,15020.29,0.0,0.0,2013,15020.29,15170.49,San Francisco
Special Nurse,10832.4,0.0,1940.82,2013,12773.22,15163.52,San Francisco
Senior Management Assistant,10831.39,0.0,0.0,2013,10831.39,15162.65,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",15011.4,0.0,0.0,2013,15011.4,15161.51,San Francisco
PS Aide Health Services,15009.3,0.0,0.0,2013,15009.3,15159.39,San Francisco
Publ Svc Aide-Asst to Prof,15005.06,0.0,0.0,2013,15005.06,15155.04,San Francisco
Court Reporter,,0.0,15154.47,2013,15154.47,15154.47,San Francisco
Stationary Engineer,14632.85,0.0,370.55,2013,15003.4,15153.44,San Francisco
Communications Dispatcher 2,11790.0,0.0,623.92,2013,12413.92,15139.03,San Francisco
Special Nurse,11902.55,0.0,804.83,2013,12707.38,15128.49,San Francisco
Publ Svc Aide-Asst to Prof,13594.38,0.0,0.0,2013,13594.38,15112.32,San Francisco
Media Production Tech,14614.81,279.44,64.9,2013,14959.15,15108.74,San Francisco
Public Service Trainee,12323.5,10.5,0.0,2013,12334.0,15107.27,San Francisco
Management Assistant,12633.6,0.0,0.0,2013,12633.6,15105.13,San Francisco
Recreation Leader,14728.56,0.0,226.79,2013,14955.35,15104.9,San Francisco
Patient Care Assistant,14726.79,0.0,376.25,2013,15103.04,15103.04,San Francisco
Housekeeper/Food Service Clnr,14862.33,90.0,0.0,2013,14952.33,15101.85,San Francisco
Special Nurse,10832.4,0.0,1805.4,2013,12637.8,15098.89,San Francisco
Health Worker 1,9352.13,0.0,340.0,2013,9692.13,15098.56,San Francisco
Recreation Leader,14847.46,0.0,85.68,2013,14933.14,15082.46,San Francisco
Pharmacist,15082.18,0.0,0.0,2013,15082.18,15082.18,San Francisco
Legislative Assistant,12410.7,0.0,0.0,2013,12410.7,15074.86,San Francisco
Patient Care Assistant,14735.48,0.0,298.35,2013,15033.83,15065.6,San Francisco
Personnel Clerk,9778.24,0.0,0.0,2013,9778.24,15061.27,San Francisco
Publ Svc Aide-Asst to Prof,14904.04,0.0,0.0,2013,14904.04,15052.99,San Francisco
Special Nurse,14527.35,0.0,374.68,2013,14902.03,15051.02,San Francisco
Parking Control Officer,10512.24,0.0,129.71,2013,10641.95,15049.41,San Francisco
Patient Care Assistant,13637.06,0.0,1257.49,2013,14894.55,15043.48,San Francisco
Library Page,14585.7,0.0,306.6,2013,14892.3,15041.28,San Francisco
Special Nurse,10432.2,0.0,2179.78,2013,12611.98,15037.37,San Francisco
Recreation Leader,14535.81,0.0,349.78,2013,14885.59,15034.44,San Francisco
Recreation Leader,14788.44,0.0,93.82,2013,14882.26,15031.1,San Francisco
PS Aide Health Services,14871.6,0.0,0.0,2013,14871.6,15020.31,San Francisco
Personnel Analyst,10654.8,0.0,0.0,2013,10654.8,15014.48,San Francisco
Special Nurse,11692.55,0.0,829.16,2013,12521.71,15009.47,San Francisco
Special Nurse,11532.64,0.0,1050.46,2013,12583.1,15001.64,San Francisco
Fire Rescue Paramedic,,0.0,15000.0,2013,15000.0,15000.0,San Francisco
Special Nurse,9553.58,2493.71,571.71,2013,12619.0,14995.46,San Francisco
Licensed Vocational Nurse,14601.03,0.0,244.94,2013,14845.97,14994.45,San Francisco
Public Svc Aide-Public Works,14210.11,158.58,427.79,2013,14796.48,14991.28,San Francisco
Transit Car Cleaner,9683.13,0.0,965.99,2013,10649.12,14982.32,San Francisco
PS Aide to Prof,14829.52,0.0,0.0,2013,14829.52,14977.81,San Francisco
Public Service Trainee,11122.29,0.0,0.0,2013,11122.29,14975.61,San Francisco
Public Svc Aide-Public Works,14617.31,0.0,0.0,2013,14617.31,14971.75,San Francisco
Public Svc Aide-Public Works,14617.3,0.0,0.0,2013,14617.3,14971.74,San Francisco
PS Aide to Prof,14815.57,0.0,0.0,2013,14815.57,14963.71,San Francisco
Library Page,14576.36,0.0,233.49,2013,14809.85,14958.02,San Francisco
Recreation Leader,14527.1,0.0,275.37,2013,14802.47,14950.48,San Francisco
Transit Operator,8610.98,1710.0,421.58,2013,10742.56,14941.38,San Francisco
Recreation Leader,14397.71,0.0,543.28,2013,14940.99,14940.99,San Francisco
Special Nurse,14774.68,0.0,0.0,2013,14774.68,14922.44,San Francisco
Recreation Leader,9950.65,0.0,192.6,2013,10143.25,14920.53,San Francisco
Swimming Instructor,14573.0,0.0,198.36,2013,14771.36,14919.09,San Francisco
Recreation Leader,14771.25,0.0,0.0,2013,14771.25,14918.97,San Francisco
Occupational Therapist,14766.76,0.0,0.0,2013,14766.76,14914.43,San Francisco
Recreation Coordinator,12091.34,0.0,54.23,2013,12145.57,14912.33,San Francisco
Senior Clerk,10115.0,0.0,0.0,2013,10115.0,14896.38,San Francisco
Food Service Worker,14668.8,0.0,220.24,2013,14889.04,14889.04,San Francisco
Admission Attendant,14861.61,26.79,0.0,2013,14888.4,14888.4,San Francisco
PS Aide Health Services,13835.94,497.53,399.61,2013,14733.08,14880.42,San Francisco
Special Nurse,11735.1,0.0,797.43,2013,12532.53,14878.28,San Francisco
Special Nurse,11973.57,0.0,603.09,2013,12576.66,14871.69,San Francisco
Sr Psychiatric Social Worker,10486.76,0.0,879.63,2013,11366.39,14860.27,San Francisco
Administrative Analyst II,10829.85,0.0,0.0,2013,10829.85,14857.64,San Francisco
Special Nurse,14684.94,0.0,157.69,2013,14842.63,14842.63,San Francisco
Public Svc Aide-Public Works,14486.19,0.0,0.0,2013,14486.19,14839.32,San Francisco
Public Svc Aide-Public Works,14292.52,157.35,325.47,2013,14775.34,14831.38,San Francisco
Public Service Trainee,14682.5,0.0,0.0,2013,14682.5,14829.36,San Francisco
Transit Operator,9184.7,977.21,37.5,2013,10199.41,14828.39,San Francisco
Performance Analyst II,10930.1,0.0,0.0,2013,10930.1,14825.37,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",14669.37,0.0,0.0,2013,14669.37,14816.08,San Francisco
Special Nurse,14665.08,0.0,0.0,2013,14665.08,14811.73,San Francisco
Special Nurse,12219.52,0.0,335.88,2013,12555.4,14810.14,San Francisco
Special Nurse,10220.7,989.1,1162.24,2013,12372.04,14806.55,San Francisco
Speech Pathologist,14649.27,0.0,0.0,2013,14649.27,14795.76,San Francisco
Watershed Worker (Seasonal),14685.8,0.0,0.0,2013,14685.8,14789.04,San Francisco
"Counselor, Juvenile Hall",13377.01,135.71,1270.56,2013,14783.28,14783.28,San Francisco
Publ Svc Aide-Asst to Prof,14630.76,0.0,0.0,2013,14630.76,14777.07,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",14626.49,0.0,0.0,2013,14626.49,14772.74,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",14618.11,0.0,0.0,2013,14618.11,14766.13,San Francisco
Clerk Typist,6692.41,0.0,5161.01,2013,11853.42,14760.82,San Francisco
Publ Svc Aide-Asst to Prof,14086.38,0.0,0.0,2013,14086.38,14755.74,San Francisco
PS Aide Health Services,14535.98,0.0,0.0,2013,14535.98,14751.37,San Francisco
Publ Svc Aide-Asst to Prof,13724.85,110.24,762.27,2013,14597.36,14743.34,San Francisco
Human Services Technician,9510.9,0.0,240.0,2013,9750.9,14741.48,San Francisco
Licensed Vocational Nurse,14023.4,0.0,568.38,2013,14591.78,14737.69,San Francisco
Senior Clerk,3339.0,0.0,10017.0,2013,13356.0,14734.87,San Francisco
Watershed Worker (Seasonal),14588.8,0.0,0.0,2013,14588.8,14734.7,San Francisco
Senior Clerk,10227.3,0.0,0.0,2013,10227.3,14723.95,San Francisco
Customer Service Agent,,0.0,6759.39,2013,6759.39,14718.57,San Francisco
Custodian,13724.81,0.0,990.02,2013,14714.83,14714.83,San Francisco
Special Nurse,14555.1,0.0,0.0,2013,14555.1,14700.67,San Francisco
Senior Clerk,9402.51,0.0,0.0,2013,9402.51,14687.75,San Francisco
Patient Care Assistant,13409.08,0.0,1127.34,2013,14536.42,14681.8,San Francisco
Recreation Leader,14501.79,0.0,33.75,2013,14535.54,14680.89,San Francisco
Special Nurse,14643.92,0.0,27.37,2013,14671.29,14671.29,San Francisco
Cashier 1,14274.16,240.07,0.0,2013,14514.23,14659.37,San Francisco
Pool Lifeguard,14386.29,0.0,126.25,2013,14512.54,14657.68,San Francisco
Anesthetist,12045.8,0.0,2461.29,2013,14507.09,14652.15,San Francisco
Special Nurse,10707.77,0.0,1803.98,2013,12511.75,14647.38,San Francisco
Special Nurse,10864.24,0.0,1407.98,2013,12272.22,14637.18,San Francisco
Transit Operator,6542.22,4629.07,153.35,2013,11324.64,14633.09,San Francisco
Licensed Vocational Nurse,14477.1,0.0,0.0,2013,14477.1,14621.87,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,13930.0,538.13,0.0,2013,14468.13,14612.81,San Francisco
Recreation Leader,14383.13,0.0,176.4,2013,14559.53,14605.58,San Francisco
Library Page,14450.2,0.0,8.98,2013,14459.18,14603.82,San Francisco
Transit Operator,9306.68,0.0,0.0,2013,9306.68,14600.66,San Francisco
Recreation Leader,14105.51,0.0,349.61,2013,14455.12,14599.69,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,14446.57,0.0,0.0,2013,14446.57,14591.04,San Francisco
PS Aide to Prof,14443.3,0.0,0.0,2013,14443.3,14587.83,San Francisco
PS Aide Health Services,14432.69,0.0,0.0,2013,14432.69,14577.04,San Francisco
Porter,13570.83,0.0,857.21,2013,14428.04,14572.31,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",14418.74,0.0,0.0,2013,14418.74,14562.92,San Francisco
Legal Assistant,12009.6,0.0,0.0,2013,12009.6,14560.65,San Francisco
Special Nurse,8951.78,1861.83,1519.56,2013,12333.17,14559.69,San Francisco
Recreation Leader,13866.12,0.0,547.71,2013,14413.83,14557.98,San Francisco
Transit Operator,11426.89,1917.9,1066.45,2013,14411.24,14555.35,San Francisco
Recreation Leader,13770.98,0.0,638.29,2013,14409.27,14553.35,San Francisco
Public Svc Aide-Public Works,14400.95,0.0,0.0,2013,14400.95,14544.94,San Francisco
Public Service Trainee,14391.75,0.0,0.0,2013,14391.75,14535.68,San Francisco
Electrician,10532.73,0.0,40.0,2013,10572.73,14507.21,San Francisco
Library Page,14090.49,0.0,271.05,2013,14361.54,14505.22,San Francisco
Publ Svc Aide-Asst to Prof,14358.56,0.0,0.0,2013,14358.56,14502.21,San Francisco
Recreation Leader,13750.42,0.0,751.71,2013,14502.13,14502.13,San Francisco
Park Patrol Officer,8870.9,1193.7,311.96,2013,10376.56,14492.89,San Francisco
Public Service Trainee,14340.0,0.0,0.0,2013,14340.0,14483.4,San Francisco
Special Nurse,11127.37,989.1,0.0,2013,12116.47,14482.15,San Francisco
Payroll Clerk,9238.5,923.85,0.0,2013,10162.35,14468.0,San Francisco
PS Aide to Prof,14313.04,0.0,0.0,2013,14313.04,14456.17,San Francisco
Licensed Vocational Nurse,14236.7,0.0,62.72,2013,14299.42,14442.43,San Francisco
Survey Associate,3520.0,0.0,9336.47,2013,12856.47,14435.74,San Francisco
Stationary Engineer,7232.5,433.95,4155.61,2013,11822.06,14418.57,San Francisco
Patient Care Assistant,13927.21,0.0,344.76,2013,14271.97,14414.69,San Francisco
Recreation Leader,13995.9,0.0,272.63,2013,14268.53,14411.21,San Francisco
Special Nurse,13761.19,0.0,494.92,2013,14256.11,14398.67,San Francisco
Special Nurse,12113.85,1357.34,780.84,2013,14252.03,14394.55,San Francisco
Communications Dispatcher 1,9491.25,0.0,884.18,2013,10375.43,14389.45,San Francisco
Special Nurse,14157.5,0.0,84.95,2013,14242.45,14384.88,San Francisco
Special Nurse,11939.28,0.0,107.15,2013,12046.43,14384.65,San Francisco
Public Service Trainee,14241.5,0.0,0.0,2013,14241.5,14383.98,San Francisco
Museum Guard,13073.4,1151.37,0.0,2013,14224.77,14367.02,San Francisco
PS Aide to Prof,14219.98,0.0,0.0,2013,14219.98,14362.16,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,14209.88,0.0,0.0,2013,14209.88,14352.01,San Francisco
Public Svc Aide-Public Works,14209.39,0.0,0.0,2013,14209.39,14351.48,San Francisco
Health Worker 4,1965.02,0.0,11653.83,2013,13618.85,14351.2,San Francisco
Customer Service Agent Trainee,13960.53,0.0,245.54,2013,14206.07,14348.12,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,13754.48,353.63,93.56,2013,14201.67,14343.7,San Francisco
Arborist Technician,10480.25,0.0,0.0,2013,10480.25,14339.46,San Francisco
Public Service Trainee,14020.01,0.0,0.0,2013,14020.01,14329.97,San Francisco
Public Service Trainee,14020.01,0.0,0.0,2013,14020.01,14329.97,San Francisco
Recreation Leader,14181.46,0.0,3.51,2013,14184.97,14326.88,San Francisco
Museum Guard,2899.35,0.0,10233.0,2013,13132.35,14318.76,San Francisco
Recreation Leader,13549.44,0.0,615.28,2013,14164.72,14306.34,San Francisco
Licensed Vocational Nurse,14124.6,0.0,37.28,2013,14161.88,14303.49,San Francisco
Tile Setter,10281.18,0.0,0.0,2013,10281.18,14297.66,San Francisco
Special Nurse,11627.1,0.0,387.57,2013,12014.67,14289.94,San Francisco
Library Page,10091.33,0.0,246.84,2013,10338.17,14287.53,San Francisco
Public Svc Aide-Public Works,14146.02,0.0,0.0,2013,14146.02,14287.46,San Francisco
Registered Nurse,10357.5,0.0,125.0,2013,10482.5,14285.14,San Francisco
Stationary Engineer,14284.2,0.0,0.0,2013,14284.2,14284.2,San Francisco
Police Officer 3,14277.38,0.0,0.0,2013,14277.38,14277.38,San Francisco
Recreation Specialist,14134.98,0.0,0.0,2013,14134.98,14276.32,San Francisco
Superior Court Judge,9827.56,0.0,4448.64,2013,14276.2,14276.2,San Francisco
Recreation Leader,13898.43,0.0,230.31,2013,14128.74,14270.0,San Francisco
Watershed Worker (Seasonal),14123.2,0.0,0.0,2013,14123.2,14264.44,San Francisco
Superior Court Judge,9827.56,0.0,4435.92,2013,14263.48,14263.48,San Francisco
Publ Svc Aide-Asst to Prof,13197.46,189.85,731.29,2013,14118.6,14259.77,San Francisco
Urban Forestry Inspector,13725.61,0.0,0.0,2013,13725.61,14258.48,San Francisco
Public Service Trainee,13946.76,0.0,0.0,2013,13946.76,14255.99,San Francisco
Recreation Coordinator,13658.3,0.0,448.84,2013,14107.14,14248.21,San Francisco
Transit Operator,8852.42,403.27,52.55,2013,9308.24,14247.82,San Francisco
Personnel Analyst,10108.4,0.0,0.0,2013,10108.4,14245.84,San Francisco
PS Aide to Prof,13326.4,809.65,0.0,2013,14136.05,14242.14,San Francisco
Public Svc Aide-Public Works,14093.62,0.0,0.0,2013,14093.62,14234.56,San Francisco
Special Nurse,11333.44,0.0,486.29,2013,11819.73,14232.96,San Francisco
Special Nurse,10238.4,0.0,1727.78,2013,11966.18,14231.41,San Francisco
Public Svc Aide-Public Works,13785.85,0.0,301.88,2013,14087.73,14228.6,San Francisco
Pool Lifeguard,13929.32,0.0,143.94,2013,14073.26,14214.0,San Francisco
PS Aide to Prof,14067.89,0.0,0.0,2013,14067.89,14208.57,San Francisco
Superior Court Judge,9827.56,0.0,4370.04,2013,14197.6,14197.6,San Francisco
PS Aide to Prof,14126.9,0.0,0.0,2013,14126.9,14197.25,San Francisco
Medical Evaluations Assistant,13231.84,0.0,400.0,2013,13631.84,14196.6,San Francisco
Senior Administrative Analyst,4782.7,0.0,7809.14,2013,12591.84,14194.07,San Francisco
Assistant Power House Operator,10037.26,0.0,0.0,2013,10037.26,14187.06,San Francisco
